date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
2019-07-17 21:40:00,114407,112685.0,111000.0,113774.30613402236,111053.88497929458,113473.31629862355,112521.10367717817,109272.41245655014
2019-07-17 21:45:00,110720,114407.0,113584.0,114025.10303973376,113020.04939777272,113203.7769569482,112317.75,108752.15556823587
2019-07-17 21:50:00,111453,110720.0,109821.0,112714.97556735556,110870.1464818416,112255.51500314283,110718.37187561853,108211.2880510089
2019-07-17 21:55:00,106410,111453.0,110638.0,112214.73432210962,109018.66266542248,111542.90919646664,108106.0899635984,107695.83052141416
2019-07-17 22:00:00,103582,106410.0,107763.0,109913.76463558964,108252.10521444125,109638.37391596784,106734.25,107167.25347029172
2019-07-17 22:05:00,103264,103582.0,106430.0,107403.88258411,106778.50995995912,107549.3294543734,106985.51607518448,106661.8059369085
2019-07-17 22:10:00,109793,103264.0,104649.0,105762.85238303662,104580.63346228738,105329.0769772119,108512.0625276442,106154.87454836564
2019-07-17 22:15:00,102453,109793.0,110026.0,107360.38415352826,106104.95211176352,105439.07118218396,109268.75,105723.57926321863
2019-07-17 22:20:00,100425,102453.0,112503.0,105415.11990011224,105100.06763175757,103972.22481781984,108909.76884486066,105291.1892476486
2019-07-17 22:25:00,105387,100425.0,105478.0,103437.05958156774,101987.73425678766,102366.75988016745,107586.39303886455,104858.33367115006
2019-07-17 22:30:00,98959,105387.0,112046.0,104210.00689394397,103578.30239148406,101950.2303579924,106178.25,104481.76883384104
2019-07-17 22:35:00,105143,98959.0,106622.0,102128.53218447244,101957.12680348316,100588.69536165468,104833.52346364298,104100.34981396038
2019-07-17 22:40:00,101251,105143.0,105447.0,103323.45320576704,102426.6839187641,100807.39493288923,103599.73879078272,103765.3845309709
2019-07-17 22:45:00,103327,101251.0,105065.0,102501.9423943182,101445.96825220287,100297.1166766062,102769.5,103474.79273868132
2019-07-17 22:50:00,103060,103327.0,104750.0,102828.99139173325,102332.22539634867,100575.62835773364,102393.31163588764,103210.89751999162
2019-07-17 22:55:00,103591,103060.0,110035.0,102920.56212959152,101310.55466700635,100632.74639665216,102313.79287931592,102977.16786992917
2019-07-17 23:00:00,102059,103591.0,105075.0,103186.32058310576,101004.22947237446,101176.35127574412,101598.75,102785.32393841364
2019-07-17 23:05:00,104919,102059.0,105690.0,102739.4559473142,102100.63493147404,101053.11084458895,100088.77755586206,102621.9065997392
2019-07-17 23:10:00,101634,104919.0,106678.0,103603.41707238463,102305.2343794421,101918.82379676994,98077.28419933916,102501.2377914122
2019-07-17 23:15:00,105081,101634.0,101072.0,102822.74930497078,101452.43874824505,101672.57269385726,97299.75,102403.8386925498
2019-07-17 23:20:00,101784,105081.0,102140.0,103717.90937698875,103294.72491767898,102561.97833422048,98049.75775594811,102332.44953216468
2019-07-17 23:25:00,102381,101784.0,102987.0,102951.31669487777,103479.35387515179,102232.99645964136,100080.6352907388,102286.62528196162
2019-07-17 23:30:00,105473,102381.0,105962.0,102725.245809664,103651.96293798239,102417.9268468744,101937.75,102280.74263796285
2019-07-17 23:35:00,104469,105473.0,103495.0,103814.44279046114,102726.60424565135,102924.85383062287,103376.45264722178,102312.91109175891
2019-07-17 23:40:00,105602,104469.0,104962.0,104073.9062238702,104357.39848172225,103616.17367739014,104374.3095718814,102371.71956912476
2019-07-17 23:45:00,105838,105602.0,108197.0,104679.63548931514,104504.30709930061,104142.27839513624,104785.0,102454.95618622113
2019-07-17 23:50:00,102032,105838.0,105819.0,105138.80579360871,104948.99427319251,104889.48627764075,104583.48119945408,102561.3295028624
2019-07-17 23:55:00,108271,102032.0,103973.0,103907.28242728172,104908.58856415338,104340.709756254,103926.8807164005,102683.35878997653
2019-07-18 00:00:00,103960,108271.0,105983.0,105623.140481728,106056.70864364185,105473.15932579704,103752.75,102848.07337815988
2019-07-18 00:05:00,110711,103960.0,103452.0,104972.26900942916,105102.34671793005,105251.37781005132,104219.44215186418,103058.91831936236
2019-07-18 00:10:00,110184,110711.0,103449.0,107247.0752823194,107021.80750132211,106986.60947571976,105211.05003425849,103283.42757731816
